no,time,S,N,P10,P2.5,O,C,Humi-R,W-Direc,W-Speed,A-Pres,A-Temp
260,2015/7/28 6:00,0.018,0.06,0.114,0.055,0.028,0.748,76.585,234.95,0.998,1006.832,32.362
260,2015/7/28 7:00,0.021,0.061,0.137,0.063,0.051,0.73,72.928,249.197,1.146,1007.53,33.517
260,2015/7/28 8:00,0.025,0.045,0.143,0.069,0.101,0.609,66.497,242.88,1.409,1007.78,34.947
260,2015/7/28 9:00,0.023,0.033,0.11,0.058,0.134,0.488,58.657,249.578,1.633,1007.524,36.186
260,2015/7/28 10:00,0.019,0.024,0.082,0.043,0.151,0.388,52.29,263.801,1.97,1007.333,37.057
260,2015/7/28 11:00,0.016,0.023,0.081,0.042,0.185,0.387,49.186,249.777,1.56,1007.071,38.206
260,2015/7/28 12:00,0.015,0.022,0.083,0.048,0.209,0.371,49.538,240.344,1.63,1006.908,38.442
260,2015/7/28 13:00,0.014,0.018,0.082,0.049,0.184,0.297,46.557,250.801,1.717,1006.584,38.765
260,2015/7/28 14:00,0.012,0.017,0.074,0.04,0.174,0.246,43.403,232.185,1.547,1006.368,39.808
260,2015/7/28 15:00,0.011,0.018,0.074,0.04,0.161,0.238,41.487,212.858,1.307,1006.48,39.914
260,2015/7/28 16:00,0.01,0.021,0.058,0.03,0.144,0.251,40.772,231.755,1.173,1005.996,39.997
260,2015/7/28 17:00,0.01,0.026,0.058,0.026,0.143,0.3,43.653,224.353,1.333,1005.794,38.96
260,2015/7/28 18:00,0.01,0.049,0.067,0.028,0.102,0.368,46.067,234.528,0.977,1005.901,37.723
260,2015/7/28 19:00,0.01,0.082,0.079,0.026,0.06,0.472,49.465,232.874,0.794,1006.317,36.423
260,2015/7/28 20:00,0.014,0.049,0.104,0.038,0.144,0.534,58.43,163.877,1.609,1006.801,35.002
260,2015/7/28 21:00,0.015,0.05,0.098,0.052,0.144,0.519,60.593,167.041,0.962,1007.195,34.508
260,2015/7/28 22:00,0.015,0.051,0.094,0.05,0.118,0.499,61.094,159.312,1.14,1006.936,34.287
260,2015/7/28 23:00,0.015,0.046,0.083,0.045,0.087,0.456,63.98,149.295,1.038,1006.582,33.748
260,2015/7/29 0:00,0.014,0.056,0.073,0.041,0.054,0.336,64.883,159.977,1.029,1006.084,33.42
260,2015/7/29 1:00,0.014,0.047,0.062,0.029,0.049,0.966,65.284,167.81,1.031,1005.577,33.07
260,2015/7/29 2:00,0.015,0.044,0.059,0.029,0.042,,67.588,155.329,0.897,1005.405,32.582
260,2015/7/29 3:00,0.016,0.048,0.065,0.036,0.033,1.059,69.715,164.935,0.88,1005.647,32.283
260,2015/7/29 4:00,0.019,0.054,0.077,0.043,0.024,0.542,71.723,166.861,0.731,1005.625,32.072
260,2015/7/29 5:00,0.019,0.059,0.089,0.051,0.018,0.697,74.049,206.843,0.7,1006.086,31.757
260,2015/7/29 6:00,0.021,0.054,0.103,0.057,0.025,0.715,74.887,198.668,0.828,1006.86,31.86
260,2015/7/29 7:00,0.021,0.06,0.119,0.065,0.034,0.694,75.277,222.826,1.027,1006.944,32.188
260,2015/7/29 8:00,,0.066,0.146,0.074,0.054,0.715,71.563,236.424,0.961,1007.122,33.391
260,2015/7/29 9:00,0.04,,0.148,0.072,,0.545,61.617,226.698,1.051,1007.251,35.175
260,2015/7/29 10:00,0.024,0.045,0.129,0.06,,,54.622,204.012,1.078,1007.108,36.894
260,2015/7/29 11:00,0.02,0.034,0.117,0.06,0.237,0.445,48.985,188.65,1.375,1006.99,38.075
260,2015/7/29 12:00,0.018,0.033,0.116,0.06,0.278,0.445,48.598,234.925,1.359,1006.466,38.346
260,2015/7/29 13:00,0.017,0.029,0.108,0.056,0.284,0.403,45.244,200.322,1.238,1006.14,39.281
260,2015/7/29 14:00,0.015,0.028,0.097,0.049,0.25,0.332,40.274,232.604,1.448,1005.543,40.041
260,2015/7/29 15:00,0.014,0.03,0.08,0.042,0.235,0.326,39.389,237.819,1.527,1005.177,40.062
260,2015/7/29 16:00,0.012,0.031,0.076,0.038,0.199,0.297,38.527,235.111,1.495,1005.09,39.811
260,2015/7/29 17:00,0.013,0.038,0.075,0.033,0.19,0.386,41.519,222.464,1.488,1004.795,38.903
260,2015/7/29 18:00,0.023,0.056,0.112,0.054,0.177,0.906,53.852,133.75,1.987,1005.321,35.872
260,2015/7/29 19:00,0.025,0.048,0.109,0.047,0.118,0.676,53.634,146.673,1.816,1005.996,34.751
260,2015/7/29 20:00,0.021,0.038,0.092,0.041,0.16,0.636,60.067,142.279,1.849,1006.823,33.815
260,2015/7/29 21:00,0.013,0.035,0.1,0.056,0.163,0.48,66.566,140.706,1.728,1006.953,33.133
260,2015/7/29 22:00,0.014,0.04,0.093,0.057,0.129,0.501,68.185,151.667,1.405,1006.565,33.088
260,2015/7/29 23:00,0.014,0.036,0.09,0.055,0.097,0.476,70.093,189.406,1.158,1006.359,32.561
260,2015/7/30 0:00,0.014,0.03,0.101,0.047,0.075,0.268,65.976,192.277,1.124,1006.117,32.031
260,2015/7/30 1:00,0.014,0.027,0.13,0.033,0.052,0.26,61.083,232.573,1.385,1006.016,30.9
260,2015/7/30 2:00,0.014,0.034,0.091,0.027,0.038,0.287,64.735,230.376,1.365,1006.016,29.847
260,2015/7/30 3:00,0.014,0.031,0.056,0.026,0.035,0.287,66.12,224.722,1.076,1006.151,29.162
260,2015/7/30 4:00,0.014,0.038,0.046,0.024,0.026,0.331,67.03,199.13,0.858,1006.199,28.947
260,2015/7/30 5:00,0.015,0.045,0.045,0.023,0.02,0.397,67.445,182.096,0.945,1006.748,28.895
260,2015/7/30 6:00,0.015,0.04,0.051,0.025,0.029,0.458,64.378,194.811,1.152,1007.049,29.686
260,2015/7/30 7:00,0.015,0.035,0.049,0.022,0.041,0.387,60.746,193.429,1.079,1007.13,30.889
260,2015/7/30 8:00,0.016,0.039,0.063,0.025,0.054,0.395,58.571,188.611,1.518,1007.634,31.923
260,2015/7/30 9:00,0.016,0.04,0.068,0.025,0.082,0.397,54.919,203.517,1.389,1007.901,33.463
260,2015/7/30 10:00,0.016,0.045,0.075,0.027,0.119,0.442,51.388,170.226,1.498,1007.842,34.932
260,2015/7/30 11:00,0.015,0.034,0.075,0.031,0.171,0.404,49.81,162.001,1.454,1007.549,35.577
260,2015/7/30 12:00,0.016,0.028,0.076,0.034,0.212,0.365,47.024,180.948,1.296,1007.08,36.502
260,2015/7/30 13:00,0.015,0.027,0.076,0.038,0.237,0.337,45.927,166.635,1.488,1006.528,36.968
260,2015/7/30 14:00,0.014,0.026,0.078,0.043,0.24,0.335,43.788,177.774,1.475,1006.081,37.744
260,2015/7/30 15:00,0.014,0.029,0.076,0.042,0.234,0.344,43.146,165.462,1.365,1005.625,37.823
260,2015/7/30 16:00,0.013,0.027,0.072,0.041,0.202,0.304,40.77,222.342,1.483,1005.605,38.05
260,2015/7/30 17:00,0.012,0.031,0.076,0.039,0.189,0.343,42.116,194.404,1.388,1005.304,37.087
260,2015/7/30 18:00,0.013,0.044,0.071,0.032,0.192,0.431,46.809,197.953,1.108,1005.141,35.878
260,2015/7/30 19:00,0.014,0.052,0.082,0.041,0.169,0.504,55.977,163.454,1.403,1005.366,34.453
260,2015/7/30 20:00,0.013,0.062,0.094,0.056,0.118,0.522,60.685,149.273,1.37,1006.131,33.444
260,2015/7/30 21:00,0.014,0.051,0.083,0.051,0.141,0.446,62.978,152.002,1.212,1006.753,32.57
260,2015/7/30 22:00,0.013,0.049,0.078,0.048,0.154,0.44,62.597,161.422,1.104,1007.155,32.266
260,2015/7/30 23:00,0.013,0.058,0.068,0.045,0.113,0.436,64.879,156.777,0.975,1007.068,32.008
260,2015/7/31 0:00,0.014,0.062,0.07,0.044,0.079,0.396,68.216,167.83,0.983,1006.855,31.683
260,2015/7/31 1:00,0.015,0.056,0.071,0.044,0.071,1.232,70.811,168.758,0.944,1006.59,31.428
260,2015/7/31 2:00,0.017,0.051,0.078,0.05,0.063,1.698,71.689,172.74,0.83,1006.686,31.202
260,2015/7/31 3:00,0.019,0.055,0.089,0.053,0.051,1.693,71.889,157.174,0.558,1006.486,31.075
260,2015/7/31 4:00,0.019,0.061,0.09,0.053,0.041,2.057,70.746,153.622,0.604,1006.5,31.254
260,2015/7/31 5:00,0.02,0.056,0.084,0.052,0.041,1.023,69.471,173.821,0.783,1006.641,31.309
260,2015/7/31 6:00,0.023,0.05,0.086,0.048,0.045,0.733,65.752,211.062,1.229,1007.018,32.094
260,2015/7/31 7:00,0.022,0.039,0.086,0.048,0.067,0.528,63.56,228.177,1.385,1007.08,32.978
260,2015/7/31 8:00,0.019,0.033,0.08,0.047,0.101,0.495,60.119,222.282,1.427,1007.327,34.168
260,2015/7/31 9:00,0.019,0.026,0.07,0.047,0.14,0.453,55.573,220.361,1.577,1007.58,35.193
260,2015/7/31 10:00,0.018,0.021,0.076,0.049,0.16,0.403,50.141,212.48,1.539,1007.186,36.332
260,2015/7/31 11:00,0.016,0.021,0.064,0.041,0.178,0.359,47.581,200.939,1.582,1007.144,37.104
260,2015/7/31 12:00,0.015,0.018,0.068,0.033,0.187,0.31,45.828,207.186,1.706,1006.452,37.448
260,2015/7/31 13:00,0.013,0.018,0.064,0.034,0.175,0.267,42.35,214.632,1.679,1005.988,38.17
260,2015/7/31 14:00,0.012,0.02,0.063,0.029,0.149,0.229,38.92,244.192,1.875,1005.574,38.952
260,2015/7/31 15:00,0.011,0.023,0.054,0.026,0.149,0.228,37.466,217.048,1.615,1005.56,39.408
260,2015/7/31 16:00,0.011,0.023,0.042,0.022,0.154,0.241,38.289,240.588,1.611,1005.371,38.912
260,2015/7/31 17:00,0.012,0.03,0.061,0.03,0.169,0.329,41.404,235.15,1.292,1005.228,38.275
260,2015/7/31 18:00,0.014,0.042,0.088,0.039,0.19,0.453,51.642,181.83,1.494,1005.388,36.417
260,2015/7/31 19:00,0.016,0.051,0.108,0.061,0.164,0.605,56.564,152.688,1.519,1006.387,34.912
260,2015/7/31 20:00,0.013,0.037,0.097,0.056,0.117,0.454,56.899,141.234,1.616,1007.032,33.614
260,2015/7/31 21:00,0.022,0.044,0.072,0.045,0.108,0.581,60.377,132.149,1.72,1007.108,32.968
260,2015/7/31 22:00,0.02,0.039,0.068,0.042,0.091,0.517,61.292,134.651,1.172,1007.246,32.699
260,2015/7/31 23:00,0.016,0.043,0.062,0.04,0.078,0.52,62.73,121.782,0.788,1007.085,32.609
260,2015/8/1 0:00,0.012,0.031,0.063,0.037,0.081,0.301,66.632,130.402,1.186,1006.582,32.261
260,2015/8/1 1:00,0.015,0.038,0.06,0.042,0.068,,70.158,131.568,0.982,1006.3,31.892
260,2015/8/1 2:00,0.013,0.034,0.066,0.044,0.069,,72.069,150.008,0.702,1006.328,31.585
260,2015/8/1 3:00,0.013,0.036,0.064,0.042,0.06,,75.281,166.61,0.883,1006.337,31.093
260,2015/8/1 4:00,0.013,0.042,0.071,0.046,0.046,1.251,77.169,164.389,0.726,1006.351,30.845
260,2015/8/1 5:00,0.014,0.05,0.078,0.051,0.033,0.851,78.254,131.302,0.6,1006.95,30.798
260,2015/8/1 6:00,0.015,0.051,0.09,0.054,0.039,0.588,76.871,188.564,0.67,1007.338,31.527
260,2015/8/1 7:00,0.02,0.046,0.108,0.059,0.072,0.666,73.961,220.063,1.028,1007.64,32.543
260,2015/8/1 8:00,0.023,0.041,0.133,0.076,0.112,0.628,68.881,227.711,1.32,1008.11,33.728
260,2015/8/1 9:00,0.02,0.033,0.131,0.072,0.157,0.533,60.279,230.663,1.278,1008.166,35.553
260,2015/8/1 10:00,0.017,0.021,0.105,0.062,0.185,0.446,53.688,229.112,1.233,1008.205,36.912
260,2015/8/1 11:00,0.016,0.018,0.085,0.054,0.184,0.366,48.588,229.981,1.286,1007.938,37.831
260,2015/8/1 12:00,0.015,0.017,0.067,0.044,0.19,0.308,45.774,207.942,1.375,1007.82,38.137
260,2015/8/1 13:00,0.014,0.03,0.099,0.049,0.172,0.468,57.016,111.629,1.787,1007.367,37.155
260,2015/8/1 14:00,0.014,0.03,0.128,0.06,0.189,0.625,64.428,83.788,1.868,1007.004,35.788
260,2015/8/1 15:00,0.018,0.04,0.113,0.058,0.157,0.541,66.768,74.63,2.385,1006.947,34.965
260,2015/8/1 16:00,0.016,0.038,0.116,0.057,0.123,0.501,71.92,72.323,2.655,1007.082,33.577
260,2015/8/1 17:00,0.016,0.035,0.098,0.049,0.121,0.451,75.872,80.539,2.273,1007.023,32.38
260,2015/8/1 18:00,0.012,0.035,0.098,0.057,0.133,0.489,78.034,92.515,1.659,1007.102,31.817
260,2015/8/1 19:00,0.01,0.037,0.108,0.066,0.13,0.53,79.747,92.706,1.656,1007.547,31.549
260,2015/8/1 20:00,0.011,0.038,0.117,0.072,0.135,0.571,78.924,98.64,1.533,1007.513,31.631
260,2015/8/1 21:00,0.013,0.036,0.111,0.071,0.144,0.553,71.899,117.488,1.415,1007.634,31.993
260,2015/8/1 22:00,0.013,0.038,0.101,0.064,0.12,0.509,73.685,127.061,1.32,1007.659,31.862
260,2015/8/1 23:00,0.016,0.032,0.098,0.06,0.11,0.454,72.878,135.914,1.299,1007.291,31.752
260,2015/8/2 0:00,0.016,0.03,0.086,0.053,0.09,0.354,73.761,134.524,1.441,1007.119,31.35
260,2015/8/2 1:00,0.014,0.032,0.082,0.05,0.074,,75.154,138.306,1.36,1007.13,31.101
260,2015/8/2 2:00,0.014,0.032,0.069,0.046,0.062,,76.642,135.297,1.282,1007.032,30.876
260,2015/8/2 3:00,0.014,0.033,0.068,0.04,0.049,,79.237,135.33,0.919,1007.291,30.468
260,2015/8/2 4:00,0.014,0.033,0.07,0.041,0.043,,80.452,123.805,0.907,1007.324,30.26
260,2015/8/2 5:00,0.013,0.042,0.067,0.042,0.032,0.49,81.315,98.064,0.7,1007.82,30.213
260,2015/8/2 6:00,0.014,0.042,0.074,0.044,0.041,0.496,77.65,178.228,0.935,1008.177,31.324
260,2015/8/2 7:00,0.016,0.045,0.092,0.047,0.065,0.563,73.666,168.016,1.197,1008.743,32.468
260,2015/8/2 8:00,0.018,0.04,0.11,0.054,0.103,0.569,68.744,171.289,1.468,1008.653,33.979
260,2015/8/2 9:00,0.019,0.033,0.109,0.061,0.158,0.525,62.593,181.229,1.427,1008.422,35.619
260,2015/8/2 10:00,0.016,0.02,0.101,0.06,0.179,0.428,54.985,197.485,1.495,1008.174,37.236
260,2015/8/2 11:00,0.015,0.016,0.085,0.055,0.191,0.396,51.744,193.242,1.512,1007.747,38.183
260,2015/8/2 12:00,0.015,0.016,0.093,0.064,0.206,0.402,50.487,216.314,1.758,1007.108,38.488
260,2015/8/2 13:00,0.015,0.016,0.09,0.071,0.217,0.393,48.83,191.017,1.599,1006.857,38.845
260,2015/8/2 14:00,0.014,0.018,0.104,0.074,0.229,0.398,46.37,219.962,1.536,1006.449,39.734
260,2015/8/2 15:00,0.014,0.019,0.113,0.082,0.22,0.392,45.832,225.873,1.661,1006.292,39.859
260,2015/8/2 16:00,0.013,0.02,0.108,0.07,0.195,0.349,43.791,242.19,1.496,1006.14,39.56
260,2015/8/2 17:00,0.013,0.034,0.097,0.064,0.196,0.45,48.895,181.513,1.454,1006.075,38.508
260,2015/8/2 18:00,0.013,0.041,0.095,0.058,0.175,0.489,54.191,140.832,1.76,1005.963,36.739
260,2015/8/2 19:00,0.015,0.042,0.105,0.057,0.156,0.63,61.76,137.503,1.99,1006.385,34.738
260,2015/8/2 20:00,0.019,0.037,0.104,0.058,0.126,0.612,64.344,138.431,2.01,1006.604,33.592
260,2015/8/2 21:00,0.016,0.034,0.079,0.045,0.101,0.483,65.521,137.585,1.916,1006.939,32.823
260,2015/8/2 22:00,0.015,0.032,0.069,0.038,0.084,0.503,68.204,131.526,1.574,1007.049,32.327
260,2015/8/2 23:00,0.014,0.031,0.068,0.039,0.071,0.499,75.035,128.877,1.597,1006.857,31.527
260,2015/8/3 0:00,0.012,0.024,0.064,0.038,0.07,0.281,77.327,141.432,1.619,1006.959,30.978
260,2015/8/3 1:00,0.013,0.027,0.058,0.036,0.063,,77.66,130.056,1.539,1006.897,30.775
260,2015/8/3 2:00,0.013,0.03,0.054,0.037,0.05,,78.362,142.773,1.257,1006.629,30.594
260,2015/8/3 3:00,0.013,0.03,0.053,0.036,0.045,,79.175,124.737,1.179,1006.604,30.311
260,2015/8/3 4:00,0.012,0.031,0.052,0.033,0.044,0.977,78.9,124.05,1.095,1006.635,30.242
260,2015/8/3 5:00,0.012,0.037,0.053,0.036,0.038,0.5,78.192,133.276,0.898,1006.607,30.439
260,2015/8/3 6:00,0.013,0.04,0.058,0.038,0.039,0.456,76.466,144.277,1.112,1006.908,31.187
260,2015/8/3 7:00,0.014,0.052,0.066,0.044,0.047,0.529,73.255,178.887,1.299,1007.201,32.319
260,2015/8/3 8:00,0.016,0.041,0.08,0.049,0.094,0.524,68.588,177.69,1.486,1007.068,33.729
260,2015/8/3 9:00,0.017,0.037,0.095,0.055,0.138,0.55,63.214,182.772,1.389,1007.054,35.506
260,2015/8/3 10:00,0.016,0.025,0.108,0.063,0.2,0.487,58.601,202.388,1.468,1006.598,36.861
260,2015/8/3 11:00,0.014,0.019,0.103,0.064,0.209,0.439,53.614,211.254,1.547,1006.233,38.14
260,2015/8/3 12:00,0.014,0.018,0.087,0.061,0.199,0.4,49.634,208.538,1.689,1005.788,39.089
260,2015/8/3 13:00,0.013,0.021,0.083,0.064,0.21,0.386,49.893,193.657,1.479,1005.281,39.129
260,2015/8/3 14:00,0.012,0.023,0.094,0.066,0.224,0.399,50.541,166.717,1.431,1004.753,39.135
260,2015/8/3 15:00,0.013,0.028,0.098,0.07,0.225,0.421,51.889,165.313,1.722,1004.555,38.598
260,2015/8/3 16:00,0.015,0.031,0.106,0.07,0.253,0.523,54.799,169.781,1.823,1004.401,38.088
260,2015/8/3 17:00,0.015,0.036,0.119,0.071,0.197,0.544,53.042,167.779,1.959,1004.384,37.429
260,2015/8/3 18:00,0.014,0.05,0.105,0.061,0.164,0.585,56.298,151.075,1.779,1004.421,36.15
260,2015/8/3 19:00,0.018,0.067,0.103,0.058,0.122,0.714,59.726,132.066,1.63,1004.705,34.948
260,2015/8/3 20:00,0.02,0.055,0.101,0.056,0.112,0.665,61.786,135.344,2.078,1004.778,33.991
260,2015/8/3 21:00,0.019,0.052,0.08,0.046,0.087,0.583,62.055,131.737,1.692,1004.823,33.497
260,2015/8/3 22:00,0.014,0.044,0.073,0.044,0.081,0.531,66.306,136.857,1.87,1005.11,32.878
260,2015/8/3 23:00,0.012,0.031,0.072,0.042,0.076,0.423,70.888,142.965,1.976,1004.964,32.115
260,2015/8/4 0:00,0.013,0.029,0.068,0.041,0.064,0.301,73.391,137.367,1.751,1004.983,31.293
260,2015/8/4 1:00,0.012,0.022,0.056,0.036,0.063,0.335,74.717,142.422,1.73,1004.885,30.528
260,2015/8/4 2:00,0.011,0.024,0.047,0.031,0.056,1.285,76.018,144.521,1.905,1004.809,30.163
260,2015/8/4 3:00,0.012,0.026,0.045,0.029,0.049,1.866,76.381,139.086,1.536,1004.657,30.036
260,2015/8/4 4:00,0.012,0.028,0.043,0.028,0.043,1.371,77.067,135.319,1.321,1004.716,29.887
260,2015/8/4 5:00,0.011,0.034,0.044,0.027,0.035,0.442,77.869,142.456,1.222,1004.98,29.744
260,2015/8/4 6:00,0.013,0.042,0.048,0.031,0.033,0.389,74.486,155.057,1.115,1005.093,30.788
260,2015/8/4 7:00,0.015,0.052,0.063,0.036,0.046,0.482,70.773,168.1,1.474,1005.329,32.042
260,2015/8/4 8:00,0.018,0.044,0.082,0.041,0.089,0.497,65.25,172.62,1.375,1005.293,33.724
260,2015/8/4 9:00,0.018,0.032,0.1,0.051,0.15,0.467,59.09,200.715,1.466,1005.073,35.401
260,2015/8/4 10:00,0.016,0.024,0.104,0.058,0.182,0.402,51.193,221.141,1.815,1005.025,36.898
260,2015/8/4 11:00,0.014,0.022,0.08,0.053,0.15,0.301,39.471,233.407,1.952,1004.556,38.581
260,2015/8/4 12:00,0.016,0.022,0.065,0.049,0.191,0.309,39.367,238.874,1.932,1004.207,39.071
260,2015/8/4 13:00,0.018,0.024,0.083,0.058,0.234,0.355,40.416,250.947,1.991,1003.877,39.394
260,2015/8/4 14:00,0.018,0.026,0.088,0.069,0.248,0.373,40.728,222.463,1.726,1003.596,39.895
260,2015/8/4 15:00,0.015,0.028,0.09,0.067,0.196,0.329,37.45,220.292,1.6,1003.472,40.266
260,2015/8/4 16:00,0.014,0.029,0.076,0.053,0.201,0.31,37.197,235.208,1.571,1003.199,40.046
260,2015/8/4 17:00,0.015,0.036,0.086,0.055,0.2,0.349,38.712,257.035,1.346,1003.292,39.43
260,2015/8/4 18:00,0.016,0.053,0.086,0.058,0.208,0.49,46.883,196.48,1.092,1003.599,37.937
260,2015/8/4 19:00,0.017,0.066,0.115,0.078,0.179,0.719,56.861,136.839,1.682,1003.934,35.742
260,2015/8/4 20:00,0.018,0.049,0.134,0.076,0.135,0.542,60.718,129.947,1.487,1004.347,34.15
260,2015/8/4 21:00,0.016,0.05,0.093,0.055,0.095,0.519,66.648,133.401,1.508,1004.646,33.166
260,2015/8/4 22:00,0.016,0.046,0.089,0.049,0.077,0.421,64.171,140.796,1.713,1004.769,32.624
260,2015/8/4 23:00,0.013,0.028,0.066,0.038,0.067,0.253,54.238,142.653,1.692,1004.654,32.559
260,2015/8/5 0:00,0.013,0.033,0.047,0.031,0.057,0.261,62.324,131.384,1.39,1004.508,31.921
260,2015/8/5 1:00,0.013,0.03,0.054,0.035,0.056,1.337,70.726,131.192,1.209,1004.488,31.074
260,2015/8/5 2:00,0.014,0.031,0.053,0.035,0.047,1.831,75.378,128.796,1.376,1004.364,30.436
260,2015/8/5 3:00,0.015,0.035,0.055,0.037,0.037,2.255,77.163,125.947,1.268,1004.012,29.964
260,2015/8/5 4:00,0.016,0.037,0.051,0.036,0.032,1.851,77.808,131.298,1.261,1004.049,29.595
260,2015/8/5 5:00,0.015,0.04,0.052,0.034,0.028,0.798,79.54,130.678,1.594,1004.111,29.231
260,2015/8/5 6:00,0.015,0.043,0.061,0.035,0.031,0.516,75.344,126.715,1.236,1004.342,30.104
260,2015/8/5 7:00,0.016,0.049,0.072,0.036,0.035,0.603,69.567,127.042,1.219,1004.769,31.562
260,2015/8/5 8:00,0.016,0.052,0.07,0.036,0.06,0.559,65.11,140.568,1.259,1004.966,32.987
260,2015/8/5 9:00,0.018,0.052,0.082,0.041,0.107,0.548,60.882,157.118,1.371,1004.921,34.604
260,2015/8/5 10:00,0.018,0.04,0.088,0.052,0.177,0.482,54.657,138.038,1.274,1004.527,36.416
260,2015/8/5 11:00,0.016,0.035,0.09,0.059,0.241,0.461,49.807,152.466,1.355,1004.17,37.816
260,2015/8/5 12:00,0.015,0.026,0.101,0.067,0.262,0.412,45.488,188.035,1.379,1003.669,39.039
260,2015/8/5 13:00,0.016,0.03,0.088,0.068,0.288,0.456,46.465,164.821,1.868,1003.202,39.209
260,2015/8/5 14:00,0.019,0.033,0.106,0.072,0.276,0.485,50.264,126.894,2.365,1002.884,38.112
260,2015/8/5 15:00,0.015,0.051,0.106,0.065,0.21,0.468,48.878,93.932,1.589,1002.845,37.566
260,2015/8/5 16:00,0.013,0.039,0.101,0.06,0.195,0.452,48.033,118.639,1.929,1002.76,37.643
260,2015/8/5 17:00,0.013,0.046,0.095,0.054,0.165,0.465,51.263,131.595,2.06,1002.679,35.931
260,2015/8/5 18:00,0.012,0.051,0.095,0.05,0.134,0.454,55.035,139.699,2.034,1003.157,34.376
260,2015/8/5 19:00,0.011,0.053,0.092,0.041,0.076,0.433,62.004,126.359,1.875,1004.471,32.982
260,2015/8/5 20:00,0.01,0.033,0.075,0.033,0.054,0.316,67.531,132.914,2.372,1004.992,31.37
260,2015/8/5 21:00,0.01,0.026,0.049,0.029,0.044,0.263,72.217,145.768,2.385,1005.388,30.375
260,2015/8/5 22:00,0.01,0.023,0.041,0.027,0.039,0.251,72.621,133.167,2.627,1004.989,30.016
260,2015/8/5 23:00,0.009,0.017,0.038,0.027,0.043,0.208,75.695,136.89,2.388,1005.073,29.556
260,2015/8/6 0:00,0.01,0.017,0.035,0.026,0.043,0.184,77.702,138.317,2.392,1004.924,29.294
260,2015/8/6 1:00,0.01,0.013,0.037,0.026,0.047,0.32,78.916,136.874,2.208,1004.767,29.11
260,2015/8/6 2:00,0.01,0.014,0.034,0.026,0.044,,78.626,139.291,2.136,1004.626,29.042
260,2015/8/6 3:00,0.011,0.02,0.03,0.026,0.037,,79.165,131.987,1.87,1004.418,28.948
260,2015/8/6 4:00,0.012,0.024,0.031,0.025,0.03,,80.788,136.987,1.381,1004.589,28.654
260,2015/8/6 5:00,0.011,0.026,0.031,0.027,0.025,0.725,82.439,141.236,1.753,1004.752,28.317
260,2015/8/6 6:00,0.011,0.025,0.037,0.025,0.025,0.364,81.625,138.982,1.881,1005.059,28.619
260,2015/8/6 7:00,0.014,0.023,0.055,0.03,0.03,0.372,76.878,137.401,2.451,1005.614,29.685
260,2015/8/6 8:00,0.013,0.022,0.052,0.026,0.042,0.376,68.506,143.99,2.477,1005.664,31.302
260,2015/8/6 9:00,0.012,0.019,0.05,0.024,0.06,0.291,60.869,134.03,2.395,1006.03,32.756
260,2015/8/6 10:00,0.011,0.018,0.052,0.028,0.072,0.264,55.122,143.302,2.322,1006.376,33.807
260,2015/8/6 11:00,0.011,0.017,0.048,0.028,0.078,0.251,49.278,138.528,2.339,1006.39,34.884
260,2015/8/6 12:00,0.013,0.022,0.051,0.029,0.072,0.271,45.38,126.236,2.682,1006.055,35.598
260,2015/8/6 13:00,0.011,0.019,0.05,0.03,0.071,0.216,42.688,133.254,2.826,1005.856,35.939
260,2015/8/6 14:00,0.009,0.017,0.042,0.024,0.081,0.187,48.613,137.74,2.768,1005.585,35.569
260,2015/8/6 15:00,0.009,0.019,0.043,0.022,0.081,0.209,54.204,129.374,2.919,1005.447,34.927
260,2015/8/6 16:00,0.009,0.022,0.063,0.031,0.078,0.252,57.915,121.964,2.611,1005.577,34.654
260,2015/8/6 17:00,0.009,0.029,0.064,0.039,0.057,0.289,58.923,119.609,2.301,1005.796,34.034
260,2015/8/6 18:00,0.009,0.029,0.058,0.036,0.029,0.312,65.417,120.313,2.193,1005.948,32.349
260,2015/8/6 19:00,0.009,0.025,0.057,0.037,0.02,0.291,71.376,113.91,2.359,1006.708,31.217
260,2015/8/6 20:00,0.009,0.028,0.049,0.038,0.018,0.272,75.125,127.078,2.343,1007.192,30.596
260,2015/8/6 21:00,0.009,0.021,0.04,0.033,0.019,0.245,76.433,118.334,2.274,1008.05,30.257
260,2015/8/6 22:00,0.009,0.021,0.038,0.031,0.019,0.236,77.776,125.935,1.832,1007.769,30.214
260,2015/8/6 23:00,0.009,0.019,0.037,0.031,0.017,0.21,78.886,131.238,2.133,1007.42,29.993
260,2015/8/7 0:00,0.009,0.019,0.036,0.029,0.014,0.13,80.334,124.975,1.887,1007.049,29.719
260,2015/8/7 1:00,0.009,0.017,0.028,0.023,0.014,0.176,81.594,131.8,1.313,1006.801,29.61
260,2015/8/7 2:00,0.009,0.016,0.029,0.019,0.015,,81.35,123.762,1.457,1007.24,29.659
260,2015/8/7 3:00,0.009,0.014,0.029,0.021,0.016,,81.245,101.674,1.207,1007.538,29.702
260,2015/8/7 4:00,0.008,0.015,0.024,0.024,0.016,,82.463,90.843,1.175,1007.986,29.525
260,2015/8/7 5:00,0.008,0.019,0.025,0.022,0.012,0.52,82.596,89.956,1.085,1008.211,29.489
260,2015/8/7 6:00,0.009,0.018,0.032,0.025,0.015,0.28,81.168,87.003,1.358,1008.709,30.28
